complete,unique_identifier,checkmark_completed,status,century,year_to_display,year_to_sort,place,revolt_name,description,encoded_description,citations,resource_links,video_link,latitude,longitude,latlong_status,presentation_folder,notes,remediation,graphic_artists
FALSE,RdVKWR,FALSE,,1700,1712,1712,St. Vincent,,(insertimage)The 'Black Caribs' turn back a British expedition which tries to incur onto the island. A treaty was negotiated where the British held control of the Southern part of the island and the Carib's the north. The Carib's knowledge of the islands terrain led to their successful defeat of the British.,,https://carriacou.biz/caribs-garifuna/,"""Garifuna, Descendants of Nigerian Slaves and Caribs."" Grenada Carriacou and the Grenadines., https://carriacou.biz/caribs-garifuna/.",,13.251,-61.1863,Approximate,https://drive.google.com/drive/folders/11Kxp5UEA0oeSwwP18xD_TJenStXBEDG6?usp=share_link,,,Lori Wushensky
,Dl43oW,FALSE,Needs remediation (see Remediation column),1700,1715,1715,"St. Simon, Georgia",Yamassee Revolt,1715-1717 Involved some Africans. The Indigenous retreated and went to live with the Africans and Seminoles in Florida,,,,,31.1596,-81.3886,,https://drive.google.com/drive/folders/1FbRZvcEq1WTUgo1J7ju8lSP_llMrsBIj?usp=sharing,citations needed/presentation slide needed,No citations,
FALSE,I6u2r3,FALSE,,1700,1716,1716,Curacao,,"(Image 1)First slave rebellion in Dutch Caribbean colony. Curacao has the most comprehensive museum on slavery in the Western Hemisphere, the Kura Hulauda. Image commemorates the 1795 Rebellion.",,http://eventscuracao.com/a-mosaic-of-deep-rooted-history/,http://eventscuracao.com/a-mosaic-of-deep-rooted-history/,,12.1696,-68.99,,https://drive.google.com/drive/folders/1RHtZDEnEVVIizu4I1P_hypFF9kiNynAz?usp=share_link,,,
FALSE,YdudK6,FALSE,,1700,1719,1719,Brazil,,(Image 1) This was an alleged conspiracy to kill all the whites in Brazil and set up an all-Black country. The conspirators even went as far as to name their leaders who would run the government. It was believed the Africans from Minas and Angola led the planned revolt who later escaped to the Maroon Quilombo community.,,"Richard Price, ed. Maroon Societies: Rebel Slave Communities in the Americas. Baltimore, MD: John Hopkins University, 1966.",image 1: https://papoeira.com/en/camugere-capoeira-song-lyrics-and-english-translation/,,-8.8137,-36.9541,Approximate,https://drive.google.com/drive/folders/1TBtJLG8xo6uBQnJ11whaGPPJ2OIFvUud?usp=share_link,,,Ronald Abdou Ngum
FALSE,vNdUg2,FALSE,Needs remediation (see Remediation column),1700,1719,1719,St. Vincent,,The 'Black Caribs' (the descendants of slaves and Carib Amerindians) ambush and defeat a French force.,,,,,13.251,-61.1863,Approximate,,Not found in folder,No folder. No citations,
1700,wMlv5l,TRUE,Needs remediation (see Remediation column),1700,1720-1739,1720,Jamaica,First Maroon War,"(Image 1) A series of insurrections and runaways in Jamaica led to the first Maroon War from 1720-1739 that ended in a Peace Treaty under Cudjoe and Nanny, leading to the establishment of Maroon Town; however, tensions continued. Planters saw the Maroons as a threat to their existence, giving hope to the still enslaved, and the Africans continued their assault on the Planters. In response, the militia became more aggressive, inciting further violence between the two. Other causes were: encroachment on land allocated to the Maroons; increased interaction between the Marooners and enslaved people, often marrying and having children, thus assisting in their escape. The Planters used these incidents to break the Treaty of 1738, setting the stage for the Second War. (Image 2 & 3)","<img src=""/image1""> A series of insurrections and runaways in Jamaica led to the first Maroon War from 1720-1739 that ended in a Peace Treaty under Cudjoe and Nanny, leading to the establishment of Maroon Town; however, tensions continued. Planters saw the Maroons as a threat to their existence, giving hope to the still enslaved, and the Africans continued their assault on the Planters. In response, the militia became more aggressive, inciting further violence between the two. Other causes were: encroachment on land allocated to the Maroons; increased interaction between the Marooners and enslaved people, often marrying and having children, thus assisting in their escape. The Planters used these incidents to break the Treaty of 1738, setting the stage for the Second War. <img src=""/image2""><img src=""/image3"">",https://scholar.library.miami.edu/slaves/Maroons/individual_essays/howard.html,image 1: https://jis.gov.jm/information/heroes/nanny-of-the-maroons/ image 2: https://www.blackheroesfoundation.org/people/nanny-of-the-maroons/ image 3: https://www.empowerwomen.org/en/community/stories/2017/03/nanny--queen-of-the-maroons https://jis.gov.jm/information/heroes/nanny-of-the-maroons/,,18.05214,-77.36892,https://drive.google.com/drive/folders/1teLNOw1piRfjAoLG3bTXmJF6ipS8hMb3?usp=share_link,"https://drive.google.com/drive/folders/1fZB98VXRv-hgoiSUSlzQWobSpVbXR4Id

https://drive.google.com/drive/folders/1teLNOw1piRfjAoLG3bTXmJF6ipS8hMb3?usp=share_link",,Two folders.,Ronald Abdou Ngum
FALSE,XQzrF4,FALSE,,1700,1720,1720,South Carolina,Primus Plot,"(Image 1)Primus Plot was the first serious plot in South Carolina. This plot came after the Yamasee War 1715-1716 and was a precursor to the Stono Rebellion of 1739. The plan was to"".. destroy isolated plantations, recruit more rebels and then attack Charleston..."" the plan was leaked to the government by a slave named Andrew. The fourteen Blacks who planned the revolt attempted to escape to Florida; however, they were captured and the leader, Primus, was hung alive in chains.",,"Rory T. Cornish in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez, eds. Greenwood Press: 2006, pp. 106-107.","image 1: https://en.wikipedia.org/wiki/Great_Dismal_Swamp_maroons (Fugitive Slaves in the Dismal Swamp, Virginia, by David Edward Cronin, 1888.)",,33.8361,-81.1637,Approximate,https://drive.google.com/drive/folders/1r0I4FafTHjhxL7ow3g0XbjEFyS1Gqsd-?usp=share_link,,,
FALSE,j8fCWt,FALSE,Needs remediation (see Remediation column),1700,1720-1739,1720,Jamaica,First Maroon War,"A series of insurrections and runaways in Jamaica led to the first Maroon War from 1720-1739 that ended in a Peace Treaty under Cudjoe and Nanny, leading to the establishment of Maroon Town; however, tensions continued. Planters saw the Maroons as a threat to their existence, giving hope to the still enslaved, and the Africans continued their assault on the Planters. In response, the militia became more aggressive, inciting further violence between the two. Other causes were: encroachment on land allocated to the Maroons; increased interaction between the Marooners and enslaved people, often marrying and having children, thus assisting in their escape. The Planters used these incidents to break the Treaty of 1738, setting the stage for the Second War.",,https://scholar.library.miami.edu/slaves/Maroons/individual_essays/howard.html,https://scholar.library.miami.edu/slaves/Maroons/individual_essays/howard.html,,18.05214,-77.36892,,,,No folder,
FALSE,96UI7h,TRUE,,1700,1725,1725,Madagascar,,"(insert image 1) (insert image 2)The Malagasy Africans were on deck, watching the sailors, looking for signs of weakness. When one left to get a drink, the Africans grabbed an axe, and within seconds the others grabbed unsecured tools in a barrel and armed themselves with shackles and cannon balls from another barrel. One sailor who noticed the insurrection was killed right away; a few Africans who hadn't had their ankle irons locked could attack others (insert image 4). It took the Malagasy only a few minutes to seize the deck as the crew was not prepared to deal with this revolt, nor did they have access to weapons. The commotion got the attention of a ship nearby, the Alcyon, that tried to subdue the ship by firing a cannon and then sailing on small boats close to the ship, but the Africans found guns and shot at them (insert image 3). As the Vautour ran aground, many Africans jumped overboard; the French shot some on the Alcyon, but the other survivors ran away. The Vautour was beyond repair. This event limited the number of Africans taken from this country; this successful African mutiny on the French vessel the Vautour precipitated other insurrections.","<img src=""/image1""> <img src=""/image2""> The Malagasy Africans were on deck, watching the sailors, looking for signs of weakness. When one left to get a drink, the Africans grabbed an axe, and within seconds the others grabbed unsecured tools in a barrel and armed themselves with shackles and cannon balls from another barrel. One sailor who noticed the insurrection was killed right away; a few Africans who hadn't had their ankle irons locked could attack others <img src=""/image4"">. It took the Malagasy only a few minutes to seize the deck as the crew was not prepared to deal with this revolt, nor did they have access to weapons. The commotion got the attention of a ship nearby, the Alcyon, that tried to subdue the ship by firing a cannon and then sailing on small boats close to the ship, but the Africans found guns and shot at them <img src=""/image3"">. As the Vautour ran aground, many Africans jumped overboard; the French shot some on the Alcyon, but the other survivors ran away. The Vautour was beyond repair. This event limited the number of Africans taken from this country; this successful African mutiny on the French vessel the Vautour precipitated other insurrections.","image 1: https://mg.wikipedia.org/wiki/Tantaran'_i_Madagasikara (Dirck Jansz van Santen, Domain Public) image 2: https://commons.wikimedia.org/wiki/File:Africa_1745,_Guillaume_Delisle_(3993456-recto).jpg (North West University Library, Public Domain, De L'Isle, Guillaume) image 3: http://www.slaveryimages.org/s/slaveryimages/item/2009 (Le Magasin Pittoresque (1844), p. 52, Public Domain) image 4: http://www.slaveryimages.org/s/slaveryimages/item/2548 (Isabelle Aguet, A Pictorial History of the Slave Trade (Geneva: Editions Minerva, 1971), plate 64, p.71.)",,,-18.7669,46.8691,Approximate,https://drive.google.com/drive/folders/1uVVz7_8HrPYT3bnfbS3CbAXBZ_xdbhrl?usp=share_link,,,
FALSE,lfF2Zc,FALSE,,1700,1725,1725,Nevis,,"(Image 3)During a drought, the working conditions of the enslaved became even harsher. As the slaves reached their breaking point, some conspired to ""cut off all the whites and take the island over for themselves."" (Image 1) Governor Hart responded by ""jailing 10 of the alleged conspirators and sentenced two others to be burnt to death; he pronounced the ""Negroes"" to be ""sufficiently terrified"" that they no longer constituted a threat to the island's security."" Information of the plot was third-hand gossip, so it's not known if it was real, existed within the paranoia of the enslavers or was wishful thinking by the enslaved. (Image 4)",,"image 1:http://www.suppressedhistories.net/secrethistory/stakenorth.html image 3:https://www.liverpoolmuseums.org.uk/slave-houses-st-kitts-and-nevis image 4:https://commons.wikimedia.org/wiki/File:Nevis_FrenchSlavetrade.jpg Zacek, Natalie (2007). ""Reading the Rebels: Currents of Black Resistance in the Eighteenth-Century British West Indies"". 2007-05-01. History in Focus (electronic journal published by the Institute of Historical Research) (http://www.history.ac.uk/ihr/Focus/Slavery/articles/zacek.html), 12(1).",Images: https://www.liverpoolmuseums.org.uk/ism/slavery/archaeology/caribbean/caribbean5.aspx https://repeatingislands.com/2010/04/17/archives-bring-history-of-slavery-in-st-kitts-and-nevis-to-life/,,17.3578,-62.783,Precise,https://drive.google.com/drive/folders/1EjelfwD1pSeuA7eTEPK16G-2bbX-RSh3?usp=share_link,,,
,GBUEXd,FALSE,,1700,1725,1725,Jamaica,,1725-40 (circa) The Windward Maroons were led by Nanny and the Leeward Maroons were led by Cudjoe. Nanny ruled as an African Queen and an Obeah Woman and carried on African culture and traditions amongst her people. When there was fighting the women and children under her protection would hide in 'Girls' Town' or 'Women's Town' in the John Crow Mountains. Nanny made a vow on Pumpkin Hill in 1737 to fight the British to death. When she did sign the treaty with the British she was wearing the teeth of her dead British enemies. She established Nanny Town which is still in existence. In 1977 she was awarded the posthumous honour of 'National Heroine'.,,https://jis.gov.jm/information/heroes/nanny-of-the-maroons/,,,18.1096,-77.2975,,https://drive.google.com/drive/folders/1fZB98VXRv-hgoiSUSlzQWobSpVbXR4Id?usp=sharing,,,
,y5Y7B6,FALSE,,1700,1725,1725,Madagascar,,"1725, 1726, 1727 (insert image 1) (insert image 2) Insurrections believed to have been precipitated by the successful African mutiny of the French vessel the Vautour. The Africans were on deck and watching the sellers looking for signs of weakness when one left to get a drink, Africans grabbed an axe and within seconds the others grabbed tools that were unsecured in a barrel, they armed themselves with shackles and cannon balls from another barrel. One sailor who noticed the insurrection was killed right away a few of them hadn't had their ankle irons locked so they were able to attack others(insert image 4). It took the Malagasy only a few minutes to seize the deck the crew was not prepared to deal with this revolt nor did they have access to weapons. The commotion got the attention of a ship that was nearby, the Alcyon, that tried to subdue the ship by firing a cannon in it and then sailing on small boats close to the ship, but the Africans found guns and shot at them(insert image 3). As the Vautour ran aground, many Africans jumped overboard some were shot by the French on the Alcyon but the other survivors ran away The Vautour was beyond repair. This event limited the numbers of Africans taken from this country.",,"image 1: https://mg.wikipedia.org/wiki/Tantaran'_i_Madagasikara (Dirck Jansz van Santen, Domain Public) image 2: https://commons.wikimedia.org/wiki/File:Africa_1745,_Guillaume_Delisle_(3993456-recto).jpg (North West University Library, Public Domain, De L'Isle, Guillaume) image 3: http://www.slaveryimages.org/s/slaveryimages/item/2009 (Le Magasin Pittoresque (1844), p. 52, Public Domain) image 4: http://www.slaveryimages.org/s/slaveryimages/item/2548 (Isabelle Aguet, A Pictorial History of the Slave Trade (Geneva: Editions Minerva, 1971), plate 64, p.71.) Arne Bialuschewski, ""Anatomy of a Slave Insurrection: The Shipwreck of the ""Vautour"" on the West Coast of Madagascar in 1725"", French Colonial History. Vol. 12 (2011):92.",,,-18.7669,46.8691,,https://drive.google.com/drive/folders/1uVVz7_8HrPYT3bnfbS3CbAXBZ_xdbhrl?usp=sharing,JPG of ship-Barry doing voiceover,,
FALSE,MSMXU2,FALSE,Needs remediation (see Remediation column),1700,1728,1728,"Tado', Columbia",,,,,,,5.2649,-76.5594,Precise,https://drive.google.com/drive/folders/1AIO6Dl3O59HemFB9vJ0CeRK1t7G5NLDR?usp=share_link,no cite on the slide,No citations. No description,
FALSE,ndBUTc,TRUE,,1700,1729,1729,Louisiana,Great Natchez Massacre,"The Great Natchez Massacre in 1729 was one of many occurrences where Africans aligned with the Indigenous in battling Europeans. This attack erupted after failed negotiations between the Natchez and the French and their encroachment on sacred land. During the assault, the Natchez freed the enslaved people in hopes of inciting an insurrection. The combined force attacked a French settlement and killed approximately 200 of them, freed 275 enslaved people, leading to an established Maroon community in Mississippi. Despite their fear of an alliance between Africans and Indigenous people, the French were the first to arm the African captives. They conquered the Natchez with support from the Choctaw, Tunica, and Pro-French Natchez in 1730. When the Spanish took over the area, they abolished Indigenous slavery in 1763, leading to increased African enslavement.(Insert image 3, 1, & 2)","The Great Natchez Massacre in 1729 was one of many occurrences where Africans aligned with the Indigenous in battling Europeans. This attack erupted after failed negotiations between the Natchez and the French and their encroachment on sacred land. During the assault, the Natchez freed the enslaved people in hopes of inciting an insurrection. The combined force attacked a French settlement and killed approximately 200 of them, freed 275 enslaved people, leading to an established Maroon community in Mississippi. Despite their fear of an alliance between Africans and Indigenous people, the French were the first to arm the African captives. They conquered the Natchez with support from the Choctaw, Tunica, and Pro-French Natchez in 1730. When the Spanish took over the area, they abolished Indigenous slavery in 1763, leading to increased African enslavement.<img src=""/image3""> <img src=""/image1""> <img src=""/image2"">","image 3: https://en.wikipedia.org/wiki/Natchez_revolt
image 2: https://www.granger.com/results.asp?inline=true&image=0176580&wwwflag=3&itemx=3 (For Sale)
image 1: https://www.flickr.com/photos/sunnybrook100/556969851 (Photo taken by Sunny Brook)


","Natalie Zacek, Reading The Rebels: Currents Of Slave Resistance In The 18th Century British West Indies, history.ac.uk https://countryroadsmagazine.com/art-and-culture/history/the-natchez-war/",,30.9843,-91.9623,Approximate,https://drive.google.com/drive/folders/1nIJJklPrKvZsIwuZbRl30rDY8XG8H8LE?usp=share_link,,,Muthi
FALSE,F7cypN,FALSE,Needs remediation (see Remediation column),1700,1730,1730,"Trelawny Parish, Jamaica",First Maroon War,,,"Mark G. Jaede in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006, pp. 195-197.",,,18.3526,-77.6078,Precise,,Not found in folder,No folder. No description,
,0BYT91,FALSE,Needs remediation (see Remediation column),1700,1730,1730,"Trelawny Parish, Jamaica",First Maroon War,"Jamaica was first held by the Spanish who were defeated by the British. The Spanish left their enslaved populations on the island , many of whom had fled to the mountains of the country. There were two major maroon groups totaling in the several thousands. The leeward group was led by Cudjoe and his brothers Accompong and Johnny. The other group, the Windwards was led by Cuffee, Quao, Kishee and the infamous female leader Nanny. The struggle with the British lasted well over nine years with the British conceding to negotiations. The British even used armed Blacks called ""Blackshots"" but many of them wound up negotiating with the Maroons and supplying them with munitions. The Maroon populations not only fought the British but frequently attacked European settlements for arms and rations. The negotiations gave land to the Maroon popuation if they agreed to return runaway slaves to the British, they also wanted to be repatriated to West Africa but were not allowed to return. Mark G. Jaede in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006, pp. 195-197.",,"Mark G. Jaede in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006, pp. 195-197.",https://video.nationalgeographic.com/video/00000144-0a35-d3cb-a96c-7b3d6e1c0000 http://discoveringbristol.org.uk/slavery/against-slavery/black-resistance-against-slavery/the-maroons-of-jamaica/,,18.3526,-77.6078,,,Not in folder. Appears twice here,No folder. Duplicate entry,
FALSE,4L5l9U,FALSE,,1700,1731,1731,Cuba,Santiago del Prado Revolt,"Santiago del Prado Revolt-In the 1500's the Spanish settled near copper mines and brought in Africans to work the mines but later abandoned them(image1). The former slaves settled their own communities and maintained their worshipping of the Virgin Mary who later served as a unifying factor(image2). In 1731 the Spanish tried to re-enslave the Africans and take the rights they had received by becoming ""royal slaves""(image3). ""Between 1780 and 1800, the slaves struggled to gain their freedom through flight, violence, and litigation. Finally, in April 1800, the Spanish crown granted their freedom in a royal edict...(image3)",,"Ronald Young in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006:, pp. 147-148.image1:http://www.edwardianpromenade.com/history/the-sugar-industry-in-the-dominican-republic/ image2:https://wellcomecollection.org/articles/WpmW_yUAAKUUF6mV Image 3 : https://www.museodelprado.es/en/the-collection/art-work/the-storming-of-rheinfelden/ef6c5b5d-a737-4dc5-8fdf-824b5db74b61 Oil on canvas ""The storming of Rheinfelden"" by Carducho Vicente (P000637) owned by Museo Nacional del Prado",,,20.048,-75.945,Precise,https://drive.google.com/drive/folders/1d4tiisO3v4Axj0Z43NbDQ7U0aSE2LCM0?usp=share_link,Resource link not found,,Lori Wushensky
,iRsq5y,FALSE,Needs remediation (see Remediation column),1700,1731,1731,Louisiana,Samba Rebellion,"Samba Rebellion is the name given to a slave conspiracy that is alleged to have occurred in eastern Louisiana, although surviving official records do not support the story, tales of the plot appear in popular historical accounts. This rebellion was led by the Bambaras from Senegal and The Gambia spurred on from the Natchez and French Uprising of 1729. Planned for June of 1731, the insurrection was to kill the whites and set up a new government manned by Barbaras who would maintain slavery. The plan was leaked and Samba, seven other men and one woman were executed in Place d'Armes (Jackson Square).",,"Charles N. Elliott in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006: pp. 441-443.",https://youtu.be/B8NdxsSLMHg,,30.9843,-91.9623,,,,No folder. Duplicate entry,
,3zkojg,FALSE,Needs remediation (see Remediation column),1700,1731,1731,Louisiana,Samba Rebellion,"1731-1732 Samba Rebellion is the name given to a slave conspiracy that is alleged to have occurred in eastern Louisiana, although surviving official records do not support the story, tales of the plot appear in popular historical accounts. This rebellion was led by the Bambaras from Senegal and The Gambia spurred on from the Natchez and French Uprising of 1729. Planned for June of 1731, the insurrection was to kill the whites and set up a new government manned by Barbaras who would maintain slavery. The plan was leaked and Samba, seven other men and one woman were executed in Place d'Armes (Jackson Square).",,"Charles N. Elliott in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006: pp. 441-443.",https://youtu.be/B8NdxsSLMHg,,30.9843,-91.9623,,,,No folder. Duplicate entry,
FALSE,6uVZIN,TRUE,,1700,1733,1733,St. John (Akwamu),,"(Image 1) The revolt in St. John, also known as the Akwamu Revolt, was one of the longest-lasting rebellions led by an identifiable ethnic group, the Amina from the Gold Coast of Africa, whose goal was to take over the island and maintain slave production under their rule. (Image 2)There were events leading up to the revolt of natural disasters: (Image 3) a drought; infestation that led to the destruction of crops and starvation. More stringent controls were enforced to prevent the Africans from running away, leading to the eventual revolt. Most whites fled the island, particularly those their loyal Blacks warned. (Image 4) The Dutch elicited the support of the British colonies from Tortola and St. Kitts to quell the revolt. Still, they were unsuccessful-it was the role of the Free Negro Corps infantry in combination with the French that led to their defeat. Ultimately, over 48 plantations out of 92 were destroyed-killing 87 Blacks and 29 whites. The French implored the leader to surrender, and a deal would ensue; however, as soon as he did, he was murdered. Other rebels committed suicide rather than face capture. (Images 5 & 6)","<img src=""/image1""> The revolt in St. John, also known as the Akwamu Revolt, was one of the longest-lasting rebellions led by an identifiable ethnic group, the Amina from the Gold Coast of Africa, whose goal was to take over the island and maintain slave production under their rule. <img src=""/image2""> There were events leading up to the revolt of natural disasters: <img src=""/image3""> a drought; infestation that led to the destruction of crops and starvation. More stringent controls were enforced to prevent the Africans from running away, leading to the eventual revolt. Most whites fled the island, particularly those their loyal Blacks warned. <img src=""/image4""> The Dutch elicited the support of the British colonies from Tortola and St. Kitts to quell the revolt. Still, they were unsuccessful-it was the role of the Free Negro Corps infantry in combination with the French that led to their defeat. Ultimately, over 48 plantations out of 92 were destroyed-killing 87 Blacks and 29 whites. The French implored the leader to surrender, and a deal would ensue; however, as soon as he did, he was murdered. Other rebels committed suicide rather than face capture. <img src=""/image5""> <img src=""/image6"">","Image 1: https://www.socialscienceandhistory12.com/2020/07/historyviii-lesson-3-ruling-countryside.html (The slave Revolt in Saint Domingue, August 1791) image2:https://face2faceafrica.com/article/the-story-of-breffu-a-female-slave-from-ghana-who-led-a-massive-slave-revolt-to-take-over-the-west-indies-in-1733 image3:https://newafrikan77.wordpress.com/page/116/?wref=pil image5:http://valeriesims.com/slave-revolt-st-jan-danish-west-indies-1733/ image5:https://www.google.com/url?sa=i&source=images&cd=&cad=rja&uact=8&ved=2ahUKEwiW1aTCld7mAhVSmuAKHdyhDNMQjB16BAgBEAM&url=https%3A%2F%2Fface2faceafrica.com%2Farticle%2Fthe-story-of-breffu-a-female-slave-from-ghana-who-led-a-massive-slave-revolt-to-take-over-the-west-indies-in-1733&psig=AOvVaw2kUat43BbXgceSxTeemhAI&ust=1577812426527547 image6:https://blackartblog.blackartdepot.com/black-history/akwamu-slave-revolt-1733.html ""Estate by Estate: The Landscape of the 1733 St. Jan Slave Rebellion,"" Holly Kathryn Norton https://surface.syr.edu/cgi/viewcontent.cgi?article=1103&context=ant_etd Lori Lee in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006, pp. 435-437.",https://youtu.be/x7CcJ7wppII,,18.3368,-64.7281,Precise,https://drive.google.com/drive/folders/1rwtkOYd36_u32g3xcHEWfUg7hVwh2qtC?usp=share_link,,,
FALSE,lONddS,FALSE,Needs remediation (see Remediation column),1700,1734,1734,"Quebec, Canada",,"After over hearing that her master was planning to sell her, Marie Angelique set a number of buildings on fire in Montreal. Upon capture, she was was tortured in ""extraordinary ways""!",,,,,46.8131,-71.2075,Approximate,,Not found in folder,No folder. No citations,
FALSE,lMcfw5,TRUE,Needs remediation (see Remediation column),1700,1735,1735,"Cordoba, Mexico",,"(insert Image 1)This revolt was precipitated by a rumor of a royal decree granting emancipation and granting amnesty to runaway slaves who turned themselves in. Yet, the authorities refused to emancipate or grant amnesty. According to enslavers, those Africans who had liberated themselves by escaping then mobilized and recruited enslaved plantation workers and a free mulatto to spread the rumor that the King of Spain had decreed the freedom of all the enslaved people in Mexico and the haciendas had refused to obey. In June 1735, the slaves from one sugar hacienda rebelled and were rapidly joined by others. Over a single day, approximately ""five hundred men and a few women, representing one-third of the region's captives, had abandoned their work and resorted to violence."" The number of rebelling slaves quickly swelled to ""nearly two thousand, (who) set plantations on fire, destroyed haciendas and materials, stole, and killed whites."" It was several months before ""order"" was reestablished. Unfortunately, there is no ""historical record of the exact number of victims, those convicted and the slaves who were able to join the runaways in the mountains.""","<img src=""/image1"">This revolt was precipitated by a rumor of a royal decree granting emancipation and granting amnesty to runaway slaves who turned themselves in. Yet, the authorities refused to emancipate or grant amnesty. According to enslavers, those Africans who had liberated themselves by escaping then mobilized and recruited enslaved plantation workers and a free mulatto to spread the rumor that the King of Spain had decreed the freedom of all the enslaved people in Mexico and the haciendas had refused to obey. In June 1735, the slaves from one sugar hacienda rebelled and were rapidly joined by others. Over a single day, approximately ""five hundred men and a few women, representing one-third of the region's captives, had abandoned their work and resorted to violence."" The number of rebelling slaves quickly swelled to ""nearly two thousand, (who) set plantations on fire, destroyed haciendas and materials, stole, and killed whites."" It was several months before ""order"" was reestablished. Unfortunately, there is no ""historical record of the exact number of victims, those convicted and the slaves who were able to join the runaways in the mountains.""","Aline Helb, Slave No More: Self-Liberation Before Abolition in the Americas, North Carolina: UNC press; 2019.",,,18.8839,-96.9238,Approximate,https://drive.google.com/drive/folders/14EVlsPwIQRYowCgHE1fIhOiBDNco2plb?usp=share_link,,Duplicate entry. Missing/inaccurate image source,
FALSE,shpOkV,FALSE,,1700,1736,1736,Antigua,,"Prince Klaas, an enslaved West African, coordinated an elaborate plot against the white rule in Antigua. The enslaved planned to kill all the island’s enslavers in a single explosion during a large ball held in St. John. They needed this opportunity to smuggle a 10-gallon barrel of gunpowder into the building to blow it up. The blast, seen for miles, would signal other enslaved people on their surrounding plantations to rise into action. After the massacre, Prince Klaas would be crowned as leader of a new black kingdom on the island. ""Of course, they were betrayed by their own, one slave gave all the details of the impending attack, and the existing magistrate thwarted it. After arrests and under interrogation with occasional torture involved, 32 enslaved people confessed their involvement, and 132 were convicted of participating in it. Of this number, five, including Klaas, were broken on the wheel, six were gibbeted (hung in irons until they died of hunger and thirst), and 77 others were burned at the stake.""",,image 2: https://www.lookandlearn.com/history-images/XK157563/Antigua-natives-making-seed-work?t=0&q=antigua&n=20 image 3: https://www.smithsonianmag.com/history/antiguas-disputed-slave-conspiracy-of-1736-117569/ image 6: https://www.smithsonianmag.com/history/antiguas-disputed-slave-conspiracy-of-1736-117569/ image 7: https://www.smithsonianmag.com/history/antiguas-disputed-slave-conspiracy-of-1736-117569/ image 5: https://www.smithsonianmag.com/history/antiguas-disputed-slave-conspiracy-of-1736-117569/ image 1:https://www.bbc.com/news/world-latin-america-35633344,Read more: https://www.smithsonianmag.com/history/antiguas-disputed-slave-conspiracy-of-1736 http://ceylon-ananda.com/unearthing-antiguas-slave-past/,,17.0747,-61.8175,Precise,https://drive.google.com/drive/folders/13nE93S6sDodT_mrJnHj6976V_QRx4N2J?usp=share_link,Mike Dash January 2013?,,Muthi
FALSE,8C5Rlc,FALSE,Needs remediation (see Remediation column),1700,1736,1736,"Badagry, Nigeria",,"1736-1789 During the peak of the trade in human flesh, captives were forced to drink from a well before boarding the ships that was believed to be charmed as its intent was to make them forget about their home and vow NOT to revolt.",,https://www.smithsonianmag.com/history/antiguas-disputed-slave-conspiracy-of-1736-117569,,,6.4183,2.8901,Precise,,Not found in folder,No folder,
FALSE,OX4lGU,FALSE,,1700,1736,1736,Guadeloupe,,"""(insertimage)...news spread that maroons were coming to free slaves, kill whites, and burn down plantations, Authorities carried out preemptive arrests, and tortured slaves confessed that a plan to revolt was in place for Christmas....one hundred suspected maroons and slaves...underwent expedited trials in early 1738.Several of them (perhaps sixteen in all) were sentenced to the wheel or hanging, and numerous others to whippings, the stocks and hot iron branding....repression targeted the maroon bands proliferating at the time."" Rumor they had kidnapped a white child and ate him to justify the executions that many deemed excessive.",,"Aline Helb, Slave No More: Self-Liberation Before Abolition in the Americas, North Carolina: UNC press; 2019. p. 98","Aline Helb, Slave No More: Self-Liberation Before Abolition in the Americas, North Carolina: UNC press; 2019. p. 98",,16.265,-61.551,Approximate,https://drive.google.com/drive/folders/1Y5dDZRl1mV0yQkMaIS8v9ojB70_HiM1v?usp=share_link,,,
FALSE,alDRkS,FALSE,Needs remediation (see Remediation column),1700,1738,1738,"Cordoba, Mexico",,"Rumor of a royal decree of emancipation and that the authoriities refused to grant amnesty and emancipate runaway slaves who turned themselves in. ""According to slave owners, those fugitives then mobilized enslaved plantation workers and recruited a free mulatto to spread the rumor that the King of Spain had decreed the freedom of all the slaves in Mexico and the hacendados had refused to obey. In June 1735, the slaves from one sugar hacienda rebelled, and were rapidly joined by others. In just one day, five hundred men and a few women, representing one-third of the region's captives, had abandoned their work and resorted to violence...the number of rebelling slaves reached nearly two thousand; they set plantations on fire, destroyed haciendas and materials, stole, and killed whites....order was not reestablished until several months later, leaving no historical record of the exact number of victims, those convicted and the slaves who were able to join the runaways in the mountains. (Image 1)""",,"Aline Helb, Slave No More: Self-Liberation Before Abolition in the Americas, North Carolina: UNC press; 2019.",,,18.8839,-96.9238,Precise,https://drive.google.com/drive/folders/14EVlsPwIQRYowCgHE1fIhOiBDNco2plb?usp=share_link,,Duplicate entry,
